spid,mbid,wdid
2lolQgalUvZDfp5vvVtTYV,8be0594f-8c13-46bb-ab06-f93ffba5c776,http://www.wikidata.org/entity/Q296729
3GBPw9NK25X1Wt2OUvOwY3,ff6e677f-91dd-4986-a174-8db0474b1799,http://www.wikidata.org/entity/Q297097
5s5DbmkHjHiMe5rlFdUMGL,5e9177ed-7d3b-4344-b29f-ee4f63775ad1,http://www.wikidata.org/entity/Q299669
01QTIT5P1pFP3QnnFSdsJf,cf15719f-51f9-4db8-a15d-5eed9664ce69,http://www.wikidata.org/entity/Q310116
3QJzdZJYIAcoET1GcfpNGi,cbfb9bcd-c5a0-4d7c-865f-2c641c171e1c,http://www.wikidata.org/entity/Q310796
6RsX7qYw5KVKiOjS8BxjL5,d019a8cc-060f-4491-83d6-76e1211a1a08,http://www.wikidata.org/entity/Q310939
0e7j7UZLXvRC62EozoSTc5,3be35854-0141-49e8-bb43-f0655c15d675,http://www.wikidata.org/entity/Q311629
3UxG0G4EHN6baUp5ZM0cOo,19123daf-fb7c-4865-b20d-4a38a91704c9,http://www.wikidata.org/entity/Q313049
0GJc9hwpZqTk1JEba6EUPA,a8788391-fc91-4185-8c8c-bf70292dca49,http://www.wikidata.org/entity/Q313376
4WoGga7UeRcmjD4ufif4nG,b1cfd018-b393-4632-babc-8a343edb4baa,http://www.wikidata.org/entity/Q313529
1fpXM23IoNckJ7NDAm8YJQ,a9126556-f555-4920-9617-6e013f8228a7,http://www.wikidata.org/entity/Q319277
5kcPRzYuORwT3cJCv5mkZx,07bc334a-a5dc-416b-ba0e-0cd6b8e44693,http://www.wikidata.org/entity/Q320589
3peZFZBRhRGd1lTTsNmaPM,343b54e2-9b1b-4bb9-8d0f-06c3942c3c67,http://www.wikidata.org/entity/Q328526
5CAWUxlD1liCEp8V5gt5wn,44271921-cfc6-41cb-b94f-9b5bf1ba4574,http://www.wikidata.org/entity/Q332421
2ODUxmFxJSyvGiimNhMHbO,8300d0fa-d120-47f6-a84e-91f140c74767,http://www.wikidata.org/entity/Q332635
31HjiqargV4NAw4GZqUale,986ee464-cf8a-4e59-a71f-74756102067f,http://www.wikidata.org/entity/Q340019
4yBK75WVCQXej1p04GWqxH,dcad99e7-3c3e-4c78-bf8a-68203e17da48,http://www.wikidata.org/entity/Q342447
7fmKtIgmxqNEKjATioVNsu,52e94208-f7c8-4e07-97ed-d5edeb0cfe60,http://www.wikidata.org/entity/Q342778
3naY4Tq98GRh9K8xOsINyv,c70e7c06-65e9-42bd-9059-4973fd20e127,http://www.wikidata.org/entity/Q344023
43CscN9BMaLKwgyP8XlSmW,6b202720-260c-4a1b-a19f-f3e4ba3da91d,http://www.wikidata.org/entity/Q347619
4N8BwYTEC6XqykGvXXlmfv,467f69b6-8d6d-4d2c-bfad-e89adf2806ff,http://www.wikidata.org/entity/Q348459
4D75GcNG95ebPtNvoNVXhz,a3ee920f-4e7f-4993-8aca-4b8538cfaa4a,http://www.wikidata.org/entity/Q349041
0HLu7PWY34eKZYZ7DUdT30,129bdaf2-c01d-41a6-ad40-53ae6f5fd187,http://www.wikidata.org/entity/Q349491
3Eeb1U0VJTDaFpBHV4DmHl,5894dac5-0260-4175-b36e-e34680a859d6,http://www.wikidata.org/entity/Q357014
5LHRHt1k9lMyONurDHEdrp,ce09ea31-3d4a-4487-a797-e315175457a0,http://www.wikidata.org/entity/Q358087
3jksrX4oBklxR78ft8gv3j,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,http://www.wikidata.org/entity/Q361649
5vngPClqofybhPERIqQMYd,5ab2cf34-517e-48eb-b3a5-34e1cbcd600a,http://www.wikidata.org/entity/Q366584
6AaWik9LKRViQFnIK2PSI9,ca7e6e03-4973-45ef-8833-98774a2d4138,http://www.wikidata.org/entity/Q366777
3AhwIUus3pIaA3CvYBEtpy,76da816f-ea05-4172-ad9e-ffb69c32199f,http://www.wikidata.org/entity/Q378876
3kNqzLmW33fQIfmZ1OfqMA,ab309b83-904f-4e2c-8d11-a0223bba51f9,http://www.wikidata.org/entity/Q379852
7hHDN8REbPLpv46ROortOM,2d5fbbfd-27a7-4b74-848a-2b1f24fa1d0a,http://www.wikidata.org/entity/Q385650
