spid,mbid,wdid
3fCYoDWASXjzl4JrVvSTo8,,http://www.wikidata.org/entity/Q21659255
5cSsDTJBxnp8S9Pg6KVswg,,http://www.wikidata.org/entity/Q21671971
6i8LWAvbBJirYBZdC3AtSc,,http://www.wikidata.org/entity/Q21857456
3mBzleiAuCxbvSqIlVjJiI,,http://www.wikidata.org/entity/Q21893638
6ADeJzfeDzRSstbhCV9cWW,,http://www.wikidata.org/entity/Q22008228
35UGsB1DbWLTQSsXLFk9u5,,http://www.wikidata.org/entity/Q18677081
6O44J8v4vd9YOjThaRcoc6,,http://www.wikidata.org/entity/Q22962304
0kDmSozsP5KCeLvbaL1BTD,,http://www.wikidata.org/entity/Q20064300
48oP5ver3MEQ68DvJ22CvY,c64e38e7-ea8d-3cda-ba62-1f4b9f899419,http://www.wikidata.org/entity/Q3088296
4mbD4KGZIId9D0YKg1wdwQ,,http://www.wikidata.org/entity/Q24076654
62ug75FEUPSUGEw1hpVGte,,http://www.wikidata.org/entity/Q20978560
43AaX0aadMhghHSoHbZdGI,,http://www.wikidata.org/entity/Q21010620
0eAsETA27sZs175AfyfwVA,,http://www.wikidata.org/entity/Q21605006
1XbLJ8k3uBV4lhDWjmRgrn,,http://www.wikidata.org/entity/Q21857434
05PeRzovQMUE6LE4dNY9Io,,http://www.wikidata.org/entity/Q22712282
5Q5jGdd2gQT8TFOBr5hFxb,,http://www.wikidata.org/entity/Q23895332
5FNUFhoaedXT81WIzKc6OQ,,http://www.wikidata.org/entity/Q27644025
2ZfOqdXmJpP1SgqHLaDAh6,,http://www.wikidata.org/entity/Q27887428
1BI9AdIVqQH9PfPdiB4kfQ,,http://www.wikidata.org/entity/Q24875875
5cBZOkP7SnZnO5XeiP7gVI,,http://www.wikidata.org/entity/Q28548152
3886RChRsvF9XjTAr5nN61,,http://www.wikidata.org/entity/Q29571647
1WF43hAlXLQlUpz4drHFNc,,http://www.wikidata.org/entity/Q26912335
5yihaA3zSjqOmYjk4InkeX,,http://www.wikidata.org/entity/Q30406470
41bTjcSaiEe4G40RVVHbux,3d00fb45-f8ab-3436-a8e1-b4bfc4d66913,http://www.wikidata.org/entity/Q187507
2AvupjUeMnSffKEV05x222,5611e7a8-3b0d-48a1-820e-45b94229f653,http://www.wikidata.org/entity/Q28452606
0ASrNTyRbdNErtHz9UCwpk,,http://www.wikidata.org/entity/Q27616740
1D9n5Ff8prsm56x9Oa9Udk,,http://www.wikidata.org/entity/Q27624956
156Qdu1Qxqy9nwEeA5UBz7,,http://www.wikidata.org/entity/Q27687809
3QA6FUkdeeogAheqhES0pR,,http://www.wikidata.org/entity/Q27981900
